C:\Users\jnajmon\PycharmProjects\ANN_derivatives_TO\venv\Scripts\python.exe "C:\Program Files\JetBrains\PyCharm 2021.2.3\plugins\python\helpers\pydev\pydevconsole.py" --mode=client --port=59645
import sys; print('Python %s on %s' % (sys.version, sys.platform))
sys.path.extend(['C:\\Users\\jnajmon\\PycharmProjects\\ANN_derivatives_TO', 'C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO'])
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)]
Type 'copyright', 'credits' or 'license' for more information
IPython 8.14.0 -- An enhanced Interactive Python. Type '?' for help.
PyDev console: using IPython 8.14.0
Python 3.9.5 (tags/v3.9.5:0a7dcbd, May  3 2021, 17:27:52) [MSC v.1928 64 bit (AMD64)] on win32
runfile('C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO/Run_HBTO_ANN.py', wdir='C:/Users/jnajmon/PycharmProjects/ANN_derivatives_TO')
2023-07-05 21:54:18.766368: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
2023-07-05 21:54:19.371547: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
2023-07-05 21:54:31.910016: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
2023-07-05 21:54:32.496056: W tensorflow/tsl/framework/cpu_allocator_impl.cc:83] Allocation of 6635520000 exceeds 10% of free system memory.
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|  480  |  618  | 3495  | +9.9761e+01 | 7.23e-02 | 8.15e-03 | 7.66e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  481  |  619  | 3497  | +9.9750e+01 | 1.45e-01 | 8.11e-03 | 7.64e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  482  |  621  | 3500  | +9.9750e+01 | 7.23e-02 | 8.11e-03 | 7.64e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  483  |  622  | 3502  | +9.9739e+01 | 7.23e-02 | 8.07e-03 | 7.62e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  484  |  623  | 3504  | +9.9728e+01 | 7.23e-02 | 8.03e-03 | 7.60e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  485  |  624  | 3506  | +9.9717e+01 | 7.23e-02 | 7.98e-03 | 7.58e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  486  |  625  | 3508  | +9.9706e+01 | 7.23e-02 | 7.94e-03 | 7.56e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  487  |  626  | 3510  | +9.9695e+01 | 7.23e-02 | 7.90e-03 | 7.54e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  488  |  627  | 3512  | +9.9685e+01 | 7.23e-02 | 7.86e-03 | 7.52e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  489  |  628  | 3514  | +9.9674e+01 | 7.23e-02 | 7.82e-03 | 7.50e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  490  |  629  | 3516  | +9.9664e+01 | 7.23e-02 | 7.78e-03 | 7.48e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  491  |  630  | 3518  | +9.9654e+01 | 7.23e-02 | 7.74e-03 | 7.46e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  492  |  631  | 3520  | +9.9643e+01 | 7.23e-02 | 7.70e-03 | 7.44e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  493  |  632  | 3522  | +9.9633e+01 | 7.23e-02 | 7.66e-03 | 7.42e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  494  |  633  | 3524  | +9.9623e+01 | 7.23e-02 | 7.62e-03 | 7.40e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  495  |  634  | 3526  | +9.9613e+01 | 7.23e-02 | 7.58e-03 | 7.38e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  496  |  635  | 3528  | +9.9603e+01 | 7.23e-02 | 7.54e-03 | 7.36e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  497  |  636  | 3530  | +9.9593e+01 | 7.23e-02 | 7.51e-03 | 7.34e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  498  |  637  | 3532  | +9.9583e+01 | 7.23e-02 | 7.47e-03 | 7.33e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  499  |  638  | 3534  | +9.9573e+01 | 7.23e-02 | 7.43e-03 | 7.31e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  500  |  639  | 3536  | +9.9563e+01 | 7.23e-02 | 7.39e-03 | 7.29e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  501  |  640  | 3538  | +9.9554e+01 | 7.23e-02 | 7.35e-03 | 7.27e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  502  |  641  | 3540  | +9.9544e+01 | 7.23e-02 | 7.32e-03 | 7.25e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  503  |  642  | 3542  | +9.9535e+01 | 7.23e-02 | 7.28e-03 | 7.23e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  504  |  643  | 3544  | +9.9525e+01 | 7.23e-02 | 7.24e-03 | 7.22e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  505  |  644  | 3546  | +9.9516e+01 | 7.23e-02 | 7.20e-03 | 7.20e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  506  |  645  | 3548  | +9.9506e+01 | 7.23e-02 | 7.17e-03 | 7.18e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  507  |  646  | 3550  | +9.9497e+01 | 7.23e-02 | 7.13e-03 | 7.16e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  508  |  647  | 3552  | +9.9488e+01 | 7.23e-02 | 7.09e-03 | 7.15e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  509  |  648  | 3554  | +9.9478e+01 | 7.23e-02 | 7.06e-03 | 7.13e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  510  |  649  | 3556  | +9.9469e+01 | 7.23e-02 | 7.02e-03 | 7.11e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  511  |  650  | 3558  | +9.9460e+01 | 7.23e-02 | 6.98e-03 | 7.09e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  512  |  651  | 3560  | +9.9451e+01 | 7.23e-02 | 6.95e-03 | 7.08e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  513  |  652  | 3562  | +9.9442e+01 | 7.23e-02 | 6.91e-03 | 7.06e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  514  |  653  | 3564  | +9.9434e+01 | 7.23e-02 | 6.88e-03 | 7.04e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  515  |  654  | 3566  | +9.9425e+01 | 7.23e-02 | 6.84e-03 | 7.03e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  516  |  655  | 3568  | +9.9416e+01 | 7.23e-02 | 6.81e-03 | 7.01e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  517  |  656  | 3570  | +9.9407e+01 | 7.23e-02 | 6.77e-03 | 6.99e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  518  |  657  | 3572  | +9.9399e+01 | 7.23e-02 | 6.74e-03 | 6.98e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  519  |  658  | 3574  | +9.9390e+01 | 7.23e-02 | 6.70e-03 | 6.96e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  520  |  659  | 3576  | +9.9382e+01 | 7.23e-02 | 6.67e-03 | 6.94e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  521  |  660  | 3578  | +9.9373e+01 | 7.23e-02 | 6.63e-03 | 6.93e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  522  |  661  | 3580  | +9.9365e+01 | 7.23e-02 | 6.60e-03 | 6.91e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  523  |  662  | 3582  | +9.9357e+01 | 7.23e-02 | 6.57e-03 | 6.90e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  524  |  663  | 3584  | +9.9348e+01 | 7.23e-02 | 6.53e-03 | 6.88e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  525  |  664  | 3586  | +9.9340e+01 | 7.23e-02 | 6.50e-03 | 6.86e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  526  |  665  | 3588  | +9.9332e+01 | 7.23e-02 | 6.46e-03 | 6.85e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  527  |  666  | 3590  | +9.9324e+01 | 7.23e-02 | 6.43e-03 | 6.83e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  528  |  667  | 3592  | +9.9315e+01 | 7.23e-02 | 6.40e-03 | 6.82e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  529  |  668  | 3594  | +9.9307e+01 | 7.23e-02 | 6.36e-03 | 6.80e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  530  |  669  | 3596  | +9.9299e+01 | 7.23e-02 | 6.33e-03 | 6.79e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  531  |  670  | 3598  | +9.9291e+01 | 7.23e-02 | 6.30e-03 | 6.77e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  532  |  671  | 3600  | +9.9284e+01 | 7.23e-02 | 6.27e-03 | 6.76e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  533  |  672  | 3602  | +9.9276e+01 | 7.23e-02 | 6.28e-03 | 6.74e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  534  |  673  | 3604  | +9.9268e+01 | 7.23e-02 | 6.29e-03 | 6.73e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  535  |  674  | 3606  | +9.9260e+01 | 7.23e-02 | 6.30e-03 | 6.71e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  536  |  675  | 3608  | +9.9253e+01 | 7.23e-02 | 6.31e-03 | 6.70e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  537  |  676  | 3610  | +9.9245e+01 | 7.23e-02 | 6.32e-03 | 6.69e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  538  |  677  | 3612  | +9.9237e+01 | 7.23e-02 | 6.33e-03 | 6.67e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  539  |  678  | 3614  | +9.9230e+01 | 7.23e-02 | 6.34e-03 | 6.66e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  540  |  679  | 3616  | +9.9222e+01 | 7.23e-02 | 6.34e-03 | 6.64e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  541  |  681  | 3618  | +9.9215e+01 | 7.23e-02 | 6.35e-03 | 5.32e-12 | 1.00e+00 |  2.00e-02   |   2   |
|  542  |  683  | 3620  | +9.9215e+01 | 3.62e-02 | 6.35e-03 | 5.32e-12 | 1.00e+00 |  2.00e-02   |   2   |
|  543  |  684  | 3621  | +9.9211e+01 | 3.62e-02 | 6.36e-03 | 1.66e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  544  |  685  | 3622  | +9.9207e+01 | 3.62e-02 | 6.36e-03 | 1.65e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  545  |  687  | 3623  | +9.9207e+01 | 1.81e-02 | 6.36e-03 | 1.65e-08 | 1.00e+00 |  2.00e-02   |   2   |
|  546  |  688  | 3624  | +9.9205e+01 | 1.81e-02 | 6.36e-03 | 4.13e-09 | 1.00e+00 |  2.00e-02   |   2   |
|  547  |  690  | 3625  | +9.9205e+01 | 9.04e-03 | 6.36e-03 | 4.13e-09 | 1.00e+00 |  2.00e-02   |   2   |
|  548  |  692  | 3626  | +9.9205e+01 | 4.52e-03 | 6.36e-03 | 4.13e-09 | 1.00e+00 |  2.00e-02   |   2   |
|  549  |  693  | 3627  | +9.9205e+01 | 4.52e-03 | 6.36e-03 | 2.58e-10 | 1.00e+00 |  2.00e-02   |   2   |
|  550  |  695  | 3628  | +9.9205e+01 | 2.26e-03 | 6.36e-03 | 2.58e-10 | 1.00e+00 |  2.00e-02   |   2   |
|  551  |  697  | 3629  | +9.9205e+01 | 1.13e-03 | 6.36e-03 | 2.58e-10 | 1.00e+00 |  2.00e-02   |   2   |
|  552  |  699  | 3630  | +9.9205e+01 | 5.65e-04 | 6.36e-03 | 2.58e-10 | 1.00e+00 |  2.00e-02   |   2   |
|  553  |  700  | 3630  | +9.9205e+01 | 1.00e+00 | 9.04e-03 | 2.58e-10 | 1.00e+00 |  4.00e-03   |   0   |
|  554  |  701  | 3633  | +9.8694e+01 | 7.00e+00 | 8.97e-03 | 4.93e-06 | 1.00e+00 |  4.00e-03   |   2   |
|  555  |  702  | 3638  | +9.5451e+01 | 4.83e+01 | 9.36e-03 | 2.24e-04 | 1.00e+00 |  4.00e-03   |   2   |
|  556  |  703  | 3673  | +9.3210e+01 | 4.83e+01 | 9.56e-03 | 1.32e-04 | 1.00e+00 |  4.00e-03   |   4   |
|  557  |  704  | 3709  | +9.1656e+01 | 4.83e+01 | 9.46e-03 | 7.47e-05 | 1.00e+00 |  4.00e-03   |   4   |
|  558  |  705  | 3748  | +9.0638e+01 | 4.83e+01 | 9.33e-03 | 3.84e-05 | 1.00e+00 |  4.00e-03   |   4   |
|  559  |  706  | 3786  | +9.0638e+01 | 6.31e+00 | 9.33e-03 | 3.84e-05 | 1.00e+00 |  4.00e-03   |   4   |
|  560  |  707  | 3799  | +8.9929e+01 | 6.31e+00 | 9.20e-03 | 2.06e-05 | 1.00e+00 |  4.00e-03   |   2   |
|  561  |  708  | 3813  | +8.9929e+01 | 6.31e-01 | 9.20e-03 | 2.06e-05 | 1.00e+00 |  4.00e-03   |   2   |
|  562  |  709  | 3817  | +8.9780e+01 | 1.26e+00 | 9.17e-03 | 8.26e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  563  |  710  | 3822  | +8.9521e+01 | 2.52e+00 | 9.09e-03 | 2.29e-06 | 1.00e+00 |  4.00e-03   |   2   |
|  564  |  711  | 3830  | +8.9116e+01 | 5.05e+00 | 8.98e-03 | 6.36e-06 | 1.00e+00 |  4.00e-03   |   2   |
|  565  |  713  | 3843  | +8.9116e+01 | 2.52e+00 | 8.98e-03 | 6.36e-06 | 1.00e+00 |  4.00e-03   |   2   |
|  566  |  714  | 3850  | +8.8715e+01 | 5.05e+00 | 8.79e-03 | 5.40e-06 | 1.00e+00 |  4.00e-03   |   2   |
|  567  |  715  | 3864  | +8.8715e+01 | 2.52e+00 | 8.79e-03 | 5.40e-06 | 1.00e+00 |  4.00e-03   |   2   |
|  568  |  716  | 3871  | +8.8351e+01 | 2.52e+00 | 8.63e-03 | 4.59e-06 | 1.00e+00 |  4.00e-03   |   2   |
|  569  |  717  | 3878  | +8.8021e+01 | 2.52e+00 | 8.46e-03 | 3.82e-06 | 1.00e+00 |  4.00e-03   |   2   |
|  570  |  718  | 3885  | +8.7720e+01 | 2.52e+00 | 8.30e-03 | 3.18e-06 | 1.00e+00 |  4.00e-03   |   2   |
|  571  |  720  | 3892  | +8.7445e+01 | 2.52e+00 | 8.13e-03 | 2.94e-09 | 1.00e+00 |  4.00e-03   |   2   |
|  572  |  722  | 3899  | +8.7445e+01 | 1.26e+00 | 8.13e-03 | 2.94e-09 | 1.00e+00 |  4.00e-03   |   2   |
|  573  |  723  | 3904  | +8.7305e+01 | 1.26e+00 | 8.14e-03 | 9.46e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  574  |  724  | 3909  | +8.7172e+01 | 1.26e+00 | 8.14e-03 | 8.83e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  575  |  725  | 3914  | +8.7044e+01 | 1.26e+00 | 8.13e-03 | 8.22e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  576  |  726  | 3919  | +8.6921e+01 | 1.26e+00 | 8.07e-03 | 7.69e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  577  |  727  | 3925  | +8.6803e+01 | 1.26e+00 | 7.98e-03 | 7.22e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  578  |  729  | 3931  | +8.6803e+01 | 6.31e-01 | 7.98e-03 | 7.22e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  579  |  730  | 3936  | +8.6731e+01 | 6.31e-01 | 7.96e-03 | 4.03e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  580  |  731  | 3940  | +8.6661e+01 | 6.31e-01 | 7.92e-03 | 3.93e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  581  |  732  | 3944  | +8.6591e+01 | 6.31e-01 | 7.87e-03 | 3.78e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  582  |  733  | 3948  | +8.6524e+01 | 6.31e-01 | 7.80e-03 | 3.67e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  583  |  734  | 3952  | +8.6458e+01 | 6.31e-01 | 7.74e-03 | 3.59e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  584  |  735  | 3956  | +8.6393e+01 | 6.31e-01 | 7.67e-03 | 3.53e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  585  |  736  | 3960  | +8.6330e+01 | 6.31e-01 | 7.61e-03 | 3.47e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  586  |  737  | 3964  | +8.6268e+01 | 6.31e-01 | 7.54e-03 | 3.42e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  587  |  738  | 3968  | +8.6207e+01 | 6.31e-01 | 7.48e-03 | 3.38e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  588  |  739  | 3972  | +8.6148e+01 | 6.31e-01 | 7.42e-03 | 3.35e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  589  |  740  | 3976  | +8.6089e+01 | 6.31e-01 | 7.36e-03 | 3.31e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  590  |  741  | 3980  | +8.6031e+01 | 6.31e-01 | 7.30e-03 | 3.28e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  591  |  742  | 3984  | +8.5974e+01 | 6.31e-01 | 7.24e-03 | 3.26e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  592  |  743  | 3988  | +8.5919e+01 | 6.31e-01 | 7.22e-03 | 3.23e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  593  |  744  | 3992  | +8.5864e+01 | 6.31e-01 | 7.24e-03 | 3.20e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  594  |  745  | 3996  | +8.5810e+01 | 6.31e-01 | 7.27e-03 | 3.17e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  595  |  746  | 4000  | +8.5757e+01 | 6.31e-01 | 7.29e-03 | 3.14e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  596  |  747  | 4004  | +8.5705e+01 | 6.31e-01 | 7.31e-03 | 3.11e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  597  |  748  | 4008  | +8.5654e+01 | 6.31e-01 | 7.33e-03 | 3.06e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  598  |  749  | 4012  | +8.5604e+01 | 6.31e-01 | 7.35e-03 | 3.02e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  599  |  750  | 4016  | +8.5555e+01 | 6.31e-01 | 7.37e-03 | 2.98e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  600  |  751  | 4020  | +8.5507e+01 | 6.31e-01 | 7.39e-03 | 2.93e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  601  |  752  | 4024  | +8.5459e+01 | 6.31e-01 | 7.40e-03 | 2.89e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  602  |  753  | 4028  | +8.5413e+01 | 6.31e-01 | 7.42e-03 | 2.86e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  603  |  755  | 4032  | +8.5413e+01 | 3.15e-01 | 7.42e-03 | 2.86e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  604  |  756  | 4035  | +8.5383e+01 | 3.15e-01 | 7.43e-03 | 1.72e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  605  |  757  | 4038  | +8.5353e+01 | 3.15e-01 | 7.44e-03 | 1.71e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  606  |  758  | 4041  | +8.5324e+01 | 3.15e-01 | 7.44e-03 | 1.70e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  607  |  759  | 4044  | +8.5296e+01 | 3.15e-01 | 7.45e-03 | 1.69e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  608  |  760  | 4047  | +8.5267e+01 | 3.15e-01 | 7.46e-03 | 1.68e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  609  |  761  | 4050  | +8.5239e+01 | 3.15e-01 | 7.46e-03 | 1.67e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  610  |  762  | 4053  | +8.5211e+01 | 3.15e-01 | 7.47e-03 | 1.66e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  611  |  763  | 4056  | +8.5184e+01 | 3.15e-01 | 7.47e-03 | 1.65e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  612  |  764  | 4059  | +8.5157e+01 | 3.15e-01 | 7.48e-03 | 1.64e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  613  |  765  | 4062  | +8.5130e+01 | 3.15e-01 | 7.48e-03 | 1.63e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  614  |  766  | 4065  | +8.5103e+01 | 3.15e-01 | 7.48e-03 | 1.63e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  615  |  767  | 4068  | +8.5077e+01 | 3.15e-01 | 7.49e-03 | 1.63e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  616  |  768  | 4071  | +8.5052e+01 | 3.15e-01 | 7.48e-03 | 1.64e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  617  |  769  | 4074  | +8.5026e+01 | 3.15e-01 | 7.48e-03 | 1.66e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  618  |  770  | 4077  | +8.5001e+01 | 3.15e-01 | 7.47e-03 | 1.68e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  619  |  771  | 4081  | +8.4976e+01 | 3.15e-01 | 7.66e-03 | 1.65e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  620  |  772  | 4085  | +8.4952e+01 | 3.15e-01 | 8.47e-03 | 1.62e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  621  |  773  | 4089  | +8.4927e+01 | 3.15e-01 | 9.19e-03 | 1.59e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  622  |  774  | 4093  | +8.4903e+01 | 3.15e-01 | 9.84e-03 | 1.57e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  623  |  775  | 4096  | +8.4879e+01 | 3.15e-01 | 1.03e-02 | 1.53e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  624  |  776  | 4099  | +8.4856e+01 | 3.15e-01 | 1.08e-02 | 1.52e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  625  |  777  | 4102  | +8.4833e+01 | 3.15e-01 | 1.12e-02 | 1.51e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  626  |  778  | 4105  | +8.4810e+01 | 3.15e-01 | 1.16e-02 | 1.49e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  627  |  779  | 4108  | +8.4787e+01 | 3.15e-01 | 1.20e-02 | 1.48e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  628  |  780  | 4111  | +8.4765e+01 | 3.15e-01 | 1.23e-02 | 1.47e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  629  |  781  | 4114  | +8.4743e+01 | 3.15e-01 | 1.26e-02 | 1.47e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  630  |  782  | 4117  | +8.4721e+01 | 3.15e-01 | 1.30e-02 | 1.46e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  631  |  783  | 4120  | +8.4699e+01 | 3.15e-01 | 1.33e-02 | 1.46e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  632  |  784  | 4123  | +8.4678e+01 | 3.15e-01 | 1.35e-02 | 1.46e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  633  |  785  | 4126  | +8.4656e+01 | 3.15e-01 | 1.38e-02 | 1.45e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  634  |  786  | 4129  | +8.4635e+01 | 3.15e-01 | 1.41e-02 | 1.45e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  635  |  787  | 4132  | +8.4614e+01 | 3.15e-01 | 1.44e-02 | 1.45e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  636  |  788  | 4135  | +8.4593e+01 | 3.15e-01 | 1.47e-02 | 1.45e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  637  |  789  | 4139  | +8.4573e+01 | 3.15e-01 | 1.50e-02 | 1.45e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  638  |  790  | 4143  | +8.4552e+01 | 3.15e-01 | 1.52e-02 | 1.44e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  639  |  791  | 4147  | +8.4532e+01 | 3.15e-01 | 1.55e-02 | 1.44e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  640  |  792  | 4151  | +8.4512e+01 | 3.15e-01 | 1.57e-02 | 1.43e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  641  |  793  | 4155  | +8.4492e+01 | 3.15e-01 | 1.60e-02 | 1.43e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  642  |  794  | 4159  | +8.4472e+01 | 3.15e-01 | 1.62e-02 | 1.42e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  643  |  796  | 4163  | +8.4472e+01 | 1.58e-01 | 1.62e-02 | 1.42e-07 | 1.00e+00 |  4.00e-03   |   2   |
|  644  |  797  | 4165  | +8.4459e+01 | 1.58e-01 | 1.63e-02 | 8.56e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  645  |  798  | 4167  | +8.4445e+01 | 1.58e-01 | 1.63e-02 | 8.57e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  646  |  799  | 4169  | +8.4432e+01 | 1.58e-01 | 1.64e-02 | 8.57e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  647  |  800  | 4171  | +8.4418e+01 | 1.58e-01 | 1.64e-02 | 8.58e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  648  |  801  | 4173  | +8.4405e+01 | 1.58e-01 | 1.64e-02 | 8.59e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  649  |  802  | 4175  | +8.4392e+01 | 1.58e-01 | 1.64e-02 | 8.59e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  650  |  803  | 4177  | +8.4379e+01 | 1.58e-01 | 1.64e-02 | 8.60e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  651  |  804  | 4179  | +8.4366e+01 | 1.58e-01 | 1.64e-02 | 8.60e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  652  |  805  | 4181  | +8.4352e+01 | 1.58e-01 | 1.64e-02 | 8.60e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  653  |  806  | 4183  | +8.4339e+01 | 1.58e-01 | 1.64e-02 | 8.61e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  654  |  807  | 4185  | +8.4326e+01 | 1.58e-01 | 1.64e-02 | 8.61e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  655  |  808  | 4187  | +8.4313e+01 | 1.58e-01 | 1.63e-02 | 8.61e-08 | 1.00e+00 |  4.00e-03   |   2   |
|  656  |  809  | 4189  | +8.4301e+01 | 1.58e-01 | 1.63e-02 | 8.62e-08 | 1.00e+00 |  4.00e-03   |   2   |
